"","Protein","Gene","Protein_Description","aNoGlu_PISA_1","aNoGlu_PISA_2","aNoGlu_PISA_3","aNoGlu_PISA_4","aNoGlu_PISA_5","bGlu_PISA_1","bGlu_PISA_2","bGlu_PISA_3","bGlu_PISA_4","bGlu_PISA_5","cNoGlu_PROT_1","cNoGlu_PROT_2","cNoGlu_PROT_3","dGlu_PROT_1","dGlu_PROT_2","dGlu_PROT_3","log_PISA","log_PROT","log_adj_p_PISA","log_adj_p_PROT","significant_PISA","significant_PROT","sig_PISA","sig_PROT","sig_all"
"4137","sp|Q9UNW1|MINP1_HUMAN","MINPP1","Multiple inositol polyphosphate phosphatase 1",327691.389442091,338949.275498968,334443.352731795,369287.155274763,364817.218051661,272302.692023375,302014.8498516,302884.291516387,348007.568159105,358072.586858437,210804.698733664,215782.534122912,186482.207296911,205098.4504,210580.407290728,212600.761828098,0.132174078323956,-0.0353562898952722,0.585198247238111,0.149642288574118,"not significant","not significant",0,0,"0"
"4138","sp|O95208|EPN2_HUMAN","EPN2","Epsin-2",336419.183970448,333678.590906256,329496.648943558,372608.881447723,381189.838348007,293947.132276119,317467.857366078,285436.948842906,370117.264481567,344199.485701228,198837.55457541,196021.81781105,191645.703037312,187694.467,189520.976549483,198650.053149684,0.122041960142252,0.0264117081710764,0.49641472847791,0.272536602103571,"not significant","not significant",0,0,"0"
"4139","sp|O00499|BIN1_HUMAN","BIN1","Myc box-dependent-interacting protein 1",536805.410295571,524259.353833426,520372.340060556,576648.842567831,578749.176153767,470107.714437589,484362.693428975,470989.937220633,535098.72552019,545306.517779032,298025.915370802,296183.21079439,285918.578780813,306463.7622,300916.617622402,305819.874211492,0.127199491715904,-0.0532183894990633,0.842657661913096,0.92761973059424,"not significant","not significant",0,0,"0"
"4140","sp|P49418|AMPH_HUMAN","AMPH","Amphiphysin",236947.158260414,230045.589323269,237775.325196822,247834.230498379,254330.718279528,227244.815680015,232199.582011336,212773.197013605,257590.418268953,249024.635701488,146102.113149415,141963.5396839,147904.320029838,147951.1411,150986.252999979,140622.080297865,0.0339866936445354,-0.0118296080030129,0.16519702873493,0.0869875972713262,"not significant","not significant",0,0,"0"
"4141","sp|O00629|IMA3_HUMAN","KPNA4","Importin subunit alpha-3",731461.323313754,746404.142211804,729432.068907244,750680.973104375,761666.412727458,705687.157330916,709304.40012389,710301.248002796,766368.046491922,742502.843927002,581014.866556927,590672.832330801,547598.948859679,602931.3765,608889.209643423,593362.979953686,0.0335415020566789,-0.0703354518847313,0.408259468202608,0.726596929373504,"not significant","not significant",0,0,"0"
"4142","sp|O00505|IMA4_HUMAN","KPNA3","Importin subunit alpha-4",177644.231317461,184179.505258422,181859.088466897,160522.198952066,189519.014827465,242460.681706327,215798.340051032,219971.247831999,235596.619244446,212968.535553671,217969.611615005,203260.03323038,249981.928996329,206567.3271,211979.345613902,217515.28886073,-0.334324275802415,0.077600281102477,2.3824321252499,0.250616608616832,"not significant","not significant",0,0,"0"
"4143","sp|O14617|AP3D1_HUMAN","AP3D1","AP-3 complex subunit delta-1",443653.98288253,514387.95803767,490431.376863804,450999.742166572,399872.458953648,442953.718382001,480859.835594728,456380.965189568,404657.983136725,423025.751699739,1328293.19573681,1306886.71481189,1305038.67885774,1510167.754,1505378.6880104,1499999.86054009,0.0585626520202667,-0.196624871742557,0.212182930565771,2.89800738451686,"not significant","not significant",0,0,"0"
"4144","sp|O14737|PDCD5_HUMAN","PDCD5","Programmed cell death protein 5",739305.607311379,681072.540412728,726402.427133026,729386.222916011,756451.878678443,856949.63133935,477416.612576048,650985.15915778,593795.950207932,549978.692900079,465333.821131921,476377.924979982,482108.015098249,503528.95,509593.631481241,493218.037786628,0.215250157194721,-0.0812815047104657,0.517089447696202,1.31933181288661,"not significant","not significant",0,0,"0"
"4145","sp|O14757|CHK1_HUMAN","CHEK1","Serine/threonine-protein kinase Chk1",730848.099950825,666100.228202518,718879.641140922,813517.954044715,804352.315710011,707865.13633481,737844.865955034,723898.256122253,827606.091577779,831521.849982609,531092.684021591,546700.776504455,514904.312264317,656620.9358,632395.457339816,657868.007169502,-0.0362629295592166,-0.289694694192697,0.125956090279704,2.18677225626178,"not significant","not significant",0,0,"0"
"4146","sp|O14776|TCRG1_HUMAN","TCERG1","Transcription elongation regulator 1",3667971.42751171,3626621.00558295,3547887.68962719,3481180.10407115,3558383.16459835,3304119.99151657,3411434.93718957,3276580.40066096,3443322.29202733,3654111.42362731,3737305.43956878,3761502.49376984,3630991.25797019,3558593.705,3589183.63098175,3541682.95840008,0.0653955871195492,0.0582385492508157,0.790974098406079,1.17367924593124,"not significant","not significant",0,0,"0"
"4147","sp|O14777|NDC80_HUMAN","NDC80","Kinetochore protein NDC80 homolog",617025.002045122,646503.685034567,663264.940993735,667730.466023488,622919.569374112,627641.489713877,623506.288516414,627363.829126502,626973.092539226,653835.917464022,572859.266220778,552909.771033413,554713.961456751,673031.2654,694384.731285828,678508.899698201,0.0263005339378837,-0.283877239223807,0.296109014632709,2.50752881435209,"not significant","not significant",0,0,"0"
"4148","sp|O14795|UN13B_HUMAN","UNC13B","Protein unc-13 homolog B",80854.2834324926,99600.0750324017,87143.3308757279,66267.7414367812,70041.304746563,63685.8221336961,76194.6648237789,75639.3584450425,49679.1569473714,62635.0606709494,137713.276987208,150201.526407079,123948.013041345,161064.2578,164938.751983384,151646.484517493,0.301056441623269,-0.213788453681993,0.709664860354464,0.898680858319667,"not significant","not significant",0,0,"0"
"4149","sp|O14802|RPC1_HUMAN","POLR3A","DNA-directed RNA polymerase III subunit RPC1",278570.721389089,297997.777786384,278504.799782707,227531.540750086,236612.309363273,301813.323488799,356260.99130776,304868.896627958,285914.758599165,270640.447668926,643073.907586216,632844.764772598,647186.43812001,643391.0928,627698.737223993,607196.940557318,-0.203913114307949,0.0340202720157075,0.738872227137449,0.439305929096404,"not significant","not significant",0,0,"0"
"4150","sp|P55212|CASP6_HUMAN","CASP6","Caspase-6",1026185.7081059,956711.324672604,891541.399606916,959236.747968333,906665.655070203,984869.752813216,704050.25638789,1006003.97623389,763317.727153384,678385.825878604,650001.199319388,635747.361477712,637447.277464422,581695.014,622186.675929185,553764.417763887,0.19653573082058,0.12986105814988,0.560285310892459,0.945256434182047,"not significant","not significant",0,0,"0"
"4151","sp|O14818|PSA7_HUMAN","PSMA7","Proteasome subunit alpha type-7",3070916.88693609,2994891.43379987,3048648.13474153,2466442.27304486,2667386.549593,3481923.60315346,3417449.84389493,3692320.28096339,2751068.53936813,3066213.61988831,2051304.72893678,2065799.91935762,1968610.74572686,1922115.419,1848743.7519346,1916819.65671865,-0.20369689317908,0.0975868649916454,0.777386155311199,1.17324169224692,"not significant","not significant",0,0,"0"
"4152","sp|O14908|GIPC1_HUMAN","GIPC1","PDZ domain-containing protein GIPC1",314936.664648524,341573.568635851,347766.051280033,390896.852297666,373822.510591666,321774.579977943,323537.865604077,340566.448081764,398075.369736838,369800.92522351,314243.707522348,313707.929586211,293606.166503983,344366.4697,357665.587048292,338839.542754912,0.0124831261572161,-0.175645545596481,0.0316933457431387,1.43937856896215,"not significant","not significant",0,0,"0"
"4153","sp|O14920|IKKB_HUMAN","IKBKB","Inhibitor of nuclear factor kappa-B kinase subunit beta",99987.440229378,100776.188566811,117813.803333397,89997.518458124,75061.2666003965,106696.98777066,111481.845193029,97017.9537635632,89264.6255233294,82458.9274878206,174972.990182648,182320.233522815,175789.449048823,172090.2668,175179.408916728,176739.312431513,-0.00976348130618347,0.0247677316559816,0.0138010383157646,0.360905938195148,"not significant","not significant",0,0,"0"
"4154","sp|O14925|TIM23_HUMAN","TIMM23","Mitochondrial import inner membrane translocase subunit Tim23",124825.401595983,135752.407571749,132496.045772304,114949.098632811,109159.714151229,113697.108585439,113190.315900884,126011.394200427,94709.5398188773,104530.483362508,193424.954309328,179223.709797999,159350.037168546,211150.3369,214977.98015859,228425.361458038,0.160666452001117,-0.299088785489794,0.630960085863447,1.22763865626954,"not significant","not significant",0,0,"0"
"4155","sp|O14936|CSKP_HUMAN","CASK","Peripheral plasma membrane protein CASK",835007.24177249,846230.054300762,877476.571201843,943753.256884031,903502.885575919,864158.506966434,851844.731522326,825032.827390334,917065.928069727,919429.181491574,642954.387073034,662619.216224495,643621.165548282,623961.2285,610621.890355551,614568.178463915,0.00934222190214281,0.0760149851205517,0.0461955267796089,1.4138521800807,"not significant","not significant",0,0,"0"
"4156","sp|Q9ULE6|PALD_HUMAN","PALD1","Paladin",49433.6260187419,52792.3583679378,46520.8348441324,41451.79762104,40288.8566020089,44933.2415838758,48761.9519440899,43586.5809177949,35656.4245197449,40023.0134413969,108295.957126122,113669.804315984,102605.039010207,126610.3525,130864.765776023,129272.330645974,0.114097655338654,-0.252858559618166,0.328779491781954,1.73185916796721,"not significant","not significant",0,0,"0"
"4157","sp|O14950|ML12B_HUMAN","MYL12B","Myosin regulatory light chain 12B",958589.322079879,996948.437798789,948145.647287915,1070113.6638916,1021100.62341187,1193893.29174,1118635.70946455,1153673.50758872,1148401.0023454,1152779.14704148,1099315.64805187,1078143.88485711,1137903.94015448,1073796.654,1050554.90744398,1034537.59659067,-0.207461617440419,0.0697497305337043,2.39096305563431,0.87648636467148,"not significant","not significant",0,0,"0"
"4158","sp|O14981|BTAF1_HUMAN","BTAF1","TATA-binding protein-associated factor 172",276862.674033379,293565.438727619,281224.643356852,240504.428249039,221059.717548379,261835.282006398,272420.105619784,272624.412323441,222013.620854794,227397.692175917,459126.086554748,461130.966011271,441713.412244863,466474.4331,469608.65943218,477050.184388129,0.0639344132825116,-0.0532021191325606,0.173224691661558,0.865218103745489,"not significant","not significant",0,0,"0"
"4159","sp|O15042|SR140_HUMAN","U2SURP","U2 snRNP-associated SURP motif-containing protein",2044977.87959682,1926757.12546224,2110791.02852788,2020276.32855164,1944749.10149051,1623863.73558104,1648307.73812986,1618225.88358127,1558810.01850675,1756573.45546785,1831111.87776582,1829341.70197843,1633622.10584448,1693814.713,1660432.38094227,1753364.04240747,0.292131440087592,0.0517301292971522,2.84918108422126,0.267208145874688,"not significant","not significant",0,0,"0"
"4160","sp|P61077|UB2D3_HUMAN","UBE2D3","Ubiquitin-conjugating enzyme E2 D3",497375.128336607,519857.778935146,463609.841310234,552477.576787682,534842.421934105,520181.974550642,509919.300181536,522248.012211382,610104.423875482,571775.107438738,360624.908860453,345578.949691967,360270.351032767,382781.6421,399802.748048206,358362.215180546,-0.0903973516776315,-0.0973821995560329,0.439699746745462,0.665875965291746,"not significant","not significant",0,0,"0"
"4161","sp|Q13496|MTM1_HUMAN","MTM1","Myotubularin",181550.899049124,184369.713843428,176648.317851024,208233.567603467,208952.243369241,173947.127376198,185141.6561721,150972.187426345,187316.591609793,200941.49596819,161965.771441606,173113.709288072,170765.145029079,160877.1511,153094.647553582,161529.39585659,0.0954378406832071,0.0892453522925513,0.34924716232494,0.817721093878778,"not significant","not significant",0,0,"0"
"4162","sp|Q9H5N1|RABE2_HUMAN","RABEP2","Rab GTPase-binding effector protein 2",93105.3494762279,100274.065975156,99037.7563754187,82601.2617956651,87925.8198056466,101028.715862779,82552.0379147611,87597.0344144005,86145.9251121408,74680.7190390936,98280.4288037959,99097.1751301788,87826.2889612282,97476.1506,100694.619404376,108498.105819037,0.0997923638283844,-0.104688079251437,0.351821213561317,0.49467185914998,"not significant","not significant",0,0,"0"
"4163","sp|O15078|CE290_HUMAN","CEP290","Centrosomal protein of 290 kDa",173555.470177743,179870.438586081,172713.160413152,166084.223124493,147058.970674648,179841.272918537,182396.125598235,184391.151985449,161187.736212313,166876.182364219,256477.597306789,236016.822546741,243467.123113921,279745.9338,276315.192829289,273539.026637522,-0.0596197807317006,-0.172785779212993,0.288173656772602,1.54072531897392,"not significant","not significant",0,0,"0"
"4164","sp|O95248|MTMR5_HUMAN","SBF1","Myotubularin-related protein 5",40764.5698998739,48418.9852555893,37229.7054717691,37483.3968959181,31911.686427184,29367.798540938,35286.3780246818,35521.6624972083,31732.0255249996,32071.3060422784,90615.030100428,91986.89683632,81810.4425958881,99719.7969,101161.66389787,99835.2725513283,0.255929674704446,-0.185615479295547,0.802371587089087,1.2549482330918,"not significant","not significant",0,0,"0"
"4165","sp|Q9Y2X8|UB2D4_HUMAN","UBE2D4","Ubiquitin-conjugating enzyme E2 D4",89816.4797287975,93271.7689564513,92764.4843077269,95775.6536540196,98000.8378122649,91009.7771683303,93014.6472495636,95761.4069954763,122310.410632021,112926.330754374,62812.3332456975,68688.6987609129,65108.3046147331,59212.2646,60466.6735998117,60060.1345168669,-0.133113476802691,0.129427769966896,0.471562408631439,1.10478198820829,"not significant","not significant",0,0,"0"
"4166","sp|O15091|MRPP3_HUMAN","PRORP","Mitochondrial ribonuclease P catalytic subunit",54037.722563879,53592.6350534107,53197.877521334,39026.9010200769,35762.7968372247,38273.8674127256,50002.3979982677,25794.0174874991,29284.9265721694,42075.4409212495,129419.7724783,131603.406315575,135090.616813177,136515.0576,144855.9096181,132114.920622925,0.345569616479112,-0.0619231440432051,0.586741983367538,0.476278574805466,"not significant","not significant",0,0,"0"
"4167","sp|O15143|ARC1B_HUMAN","ARPC1B","Actin-related protein 2/3 complex subunit 1B",562222.098958011,561672.946682389,552204.371871397,543358.405896821,578038.336530349,840917.476073327,838510.75006538,800471.273040399,767100.359577449,763338.695243603,748793.839569891,734328.666152094,823706.724042044,756912.7422,744944.825444681,712091.836815692,-0.519587883727918,0.0592889554829641,3.66008252128252,0.315374710625154,"significant","not significant",1,0,"1"
"4168","sp|O15287|FANCG_HUMAN","FANCG","Fanconi anemia group G protein",23657.239408886,28925.3508788797,26393.8021607274,19052.2929687508,21380.4727208224,23007.6739951227,21495.7151950074,25054.630128605,16724.914302259,14188.9189013824,36135.6514873637,34134.3128044113,32999.3646937612,47182.0591,43094.1280553545,42060.1271310811,0.249122106122818,-0.357797167504304,0.465964560332746,1.61096849947032,"not significant","not significant",0,0,"0"
"4169","sp|O15305|PMM2_HUMAN","PMM2","Phosphomannomutase 2",505433.655379025,595647.814620914,526673.346894572,554682.230277254,531913.569590535,730590.552605805,726857.422669636,717891.478851489,870334.293486964,775762.831213219,692362.24139217,698294.847600017,770179.393190896,694997.9358,710885.435688052,716682.694635077,-0.493507999467278,0.0257804434939157,2.58422836053641,0.134106073513872,"not significant","not significant",0,0,"0"
"4170","sp|O15344|TRI18_HUMAN","MID1","E3 ubiquitin-protein ligase Midline-1",126338.558925807,139811.320947876,123070.599209613,112661.207506375,114981.701855051,114012.136097627,131062.495389753,122506.965481066,104292.468254779,102087.214642534,219420.796971756,213679.380160782,200910.541052189,244119.9424,237458.431070464,248188.691251515,0.103997608989828,-0.202928811942262,0.367804338696562,1.55464060489045,"not significant","not significant",0,0,"0"
"4171","sp|O15355|PPM1G_HUMAN","PPM1G","Protein phosphatase 1G",2443054.58393951,2524947.21491045,2395605.80903261,2576073.18607474,2563323.43958275,2807974.36458006,2816344.40266564,2911560.99634264,3083889.92431721,3154484.87931096,1692298.97161545,1682633.33072295,1672955.67067223,1587817.968,1601795.30537073,1648200.09875736,-0.24081055262515,0.061324777489761,2.28320963567665,1.23280430661198,"not significant","not significant",0,0,"0"
"4172","sp|Q9UJA5|TRM6_HUMAN","TRMT6","tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6",1108130.11307307,1137671.03700401,1091713.0951676,1158881.92881284,1182458.78326649,1072077.68354529,1025058.33648385,1050565.35831652,985057.839244344,1030363.87868022,808782.247126225,807624.329105256,822776.939340102,764439.8091,745008.850716601,729995.803752125,0.137356070171613,0.123257416553776,1.90089076808907,1.72437382928522,"not significant","not significant",0,0,"0"
"4173","sp|O15400|STX7_HUMAN","STX7","Syntaxin-7",387236.478134368,405420.393561441,398285.219451622,429431.329652749,427700.648539127,334641.858953924,356621.692301677,350848.075478435,392140.532961228,369646.534004719,216822.774495889,251450.24024833,220829.004315646,235134.4893,221420.809003697,243119.780068652,0.183149572234129,-0.0219675208965185,1.56538601499309,0.0695142969058013,"not significant","not significant",0,0,"0"
"4174","sp|O15530|PDPK1_HUMAN","PDPK1","3-phosphoinositide-dependent protein kinase 1",206448.113322264,223330.518124624,217522.960643175,185349.846622992,168919.803675986,229074.332075635,241516.847275456,235119.096879612,223580.37950406,216051.468624038,407469.56484588,413307.422507876,413496.345423323,407548.8047,420834.131114331,404063.733667286,-0.193513564541744,0.00213669857708818,1.00885229943968,0.0257252983107115,"not significant","not significant",0,0,"0"
"4175","sp|O15541|R113A_HUMAN","RNF113A","E3 ubiquitin-protein ligase RNF113A",240551.812246107,286100.944147692,289307.08285371,338067.039486966,336784.52951413,203847.988552879,215029.683493126,206692.40917491,328067.727395078,295333.405759671,196891.818822826,183248.255722419,173691.924990964,191885.5205,200191.464118048,209810.086800144,0.255357537404771,-0.120044415119997,0.514374832647965,0.65714577973004,"not significant","not significant",0,0,"0"
"4176","sp|O15550|KDM6A_HUMAN","KDM6A","Lysine-specific demethylase 6A",109249.508842443,103914.850342289,117414.847549613,89563.8602507831,93137.4695045491,115718.094220138,140677.753006906,121681.03101095,99457.6931584404,95744.9314716282,193999.902361225,191223.399237857,200810.976216442,188426.7688,183967.666589649,174621.685997241,-0.159491142761055,0.0994016999647334,0.396418551766822,0.917022388006965,"not significant","not significant",0,0,"0"
"4177","sp|Q92854|SEM4D_HUMAN","SEMA4D","Semaphorin-4D",23526.6571489074,30089.7981750326,22028.0469526249,23687.6874070387,28815.2686592727,44956.6450878646,40158.219776914,33005.1966971056,49786.418591817,41341.5629960854,25984.1452764685,22312.8529165875,28634.2909499164,23700.021,23546.4429549827,25507.3333167466,-0.707409266293062,0.0805479346701191,2.0419585572931,0.210006769713476,"significant","not significant",1,0,"1"
"4178","sp|O43251|RFOX2_HUMAN","RBFOX2","RNA binding protein fox-1 homolog 2",161065.848545329,148528.956121801,160540.016344936,154554.748490951,177278.125183528,91687.8544150961,83054.4056380901,97321.7421428072,94680.5019747881,85835.7433699449,162707.265041283,171651.650047913,173823.190391494,139832.2939,142729.198281791,144053.539939705,0.825370501551358,0.252410773854566,3.5881223194914,1.94279574435201,"significant","not significant",0,0,"0"
"4179","sp|O43301|HS12A_HUMAN","HSPA12A","Heat shock 70 kDa protein 12A",312336.361798413,312629.488300653,294327.760769719,292567.595136274,299536.673836081,291292.316219659,307422.68341492,296019.039771525,289114.330659367,279078.324453161,338661.251754768,337791.130066179,318128.177699579,300471.5425,313556.476217008,295804.506336963,0.0470260245336737,0.128487222321411,0.515244031391005,1.13009978595039,"not significant","not significant",0,0,"0"
"4180","sp|O43426|SYNJ1_HUMAN","SYNJ1","Synaptojanin-1",307133.329005611,318763.355838407,320652.897828798,321852.875136149,317701.72843244,265632.108385338,274897.262487355,289208.362968515,301269.194322837,314924.311647216,277282.068399762,265998.13984501,240556.36015238,289390.6179,284648.70819494,291398.852539503,0.133488592669468,-0.142877885680392,1.21127100081013,0.864298997695587,"not significant","not significant",0,0,"0"
"4181","sp|O43488|ARK72_HUMAN","AKR7A2","Aflatoxin B1 aldehyde reductase member 2",249711.977022895,273846.193404205,261381.72866303,271438.899238404,263497.293413403,275025.502194038,286934.50804839,293125.479506925,322505.494059807,311076.015956549,369329.431989283,360656.158861596,379564.899702035,345677.4644,343721.24815296,342609.196552635,-0.173618575653002,0.104521292127323,1.44170427571437,1.47099564776325,"not significant","not significant",0,0,"0"
"4182","sp|O43524|FOXO3_HUMAN","FOXO3","Forkhead box protein O3",240858.36216688,214473.713222503,236638.92390208,245279.232537167,229252.552850141,231658.115738534,247062.275837638,255789.668889876,257713.909761378,272939.150415881,183459.576190781,177921.079731347,160148.528405673,167799.5864,165447.304121137,161776.275755561,-0.117133655857575,0.0752519444397926,0.859163473208695,0.399467457697991,"not significant","not significant",0,0,"0"
"4183","sp|Q12778|FOXO1_HUMAN","FOXO1","Forkhead box protein O1",58389.4891408078,78610.4121206365,70193.915413461,88978.4168110105,78207.4203524145,36475.7376865471,39532.8194141593,39554.6630926971,82427.2120705894,65236.2513980487,44202.4794956524,38481.9908884108,36890.8517942613,58651.6934,59068.0506483176,63478.7959771825,0.508196287337732,-0.599651652714794,0.792345223761011,1.95653439500083,"not significant","significant",0,2,"2"
"4184","sp|O43609|SPY1_HUMAN","SPRY1","Protein sprouty homolog 1",67094.3774928614,65933.4718815043,60917.973052942,70497.3087869231,77869.4228400472,66110.6832524442,61224.1427341972,56605.5115359273,73598.7289126114,68019.0311547081,33729.9369714687,38038.6893387992,33652.5781710654,32283.2632,37059.5614719904,34548.8073615129,0.0723991800291965,0.0210856238268799,0.233844009846204,0.0626169078192912,"not significant","not significant",0,0,"0"
"4185","sp|O43670|ZN207_HUMAN","ZNF207","BUB3-interacting and GLEBS motif-containing protein ZNF207",155646.951186637,148015.234109218,158673.520964847,158659.394110407,168152.072602822,184496.273145732,171062.241803604,160909.432813405,215104.376065493,205495.893756991,137962.629180882,151811.673017775,157528.388134034,142976.3721,149380.652164074,164415.784217353,-0.247859695876796,-0.0302253345909155,1.08826673419586,0.0959793381459079,"not significant","not significant",0,0,"0"
"4186","sp|O95749|GGPPS_HUMAN","GGPS1","Geranylgeranyl pyrophosphate synthase",250490.755553037,262345.731704131,251779.095699349,270635.694682308,273110.330684468,292274.396758799,258050.955588834,261549.712710296,270474.429046436,277593.125457225,233417.042251754,225610.630972314,249389.71933759,237960.2566,217592.846944004,252327.039389622,-0.0557844490368898,0.00109452624442576,0.435319201492028,0.00340039233421016,"not significant","not significant",0,0,"0"
"4187","sp|O43681|GET3_HUMAN","GET3","ATPase GET3",537671.824010073,569571.434924743,582126.810747584,562141.932669845,567309.176533502,584178.684412074,581045.349847536,586934.959624014,561856.729985367,551500.171647182,564274.641550156,571379.842693351,552723.611221316,549867.7021,528984.333124548,525996.650816568,-0.0237029404104289,0.0732007388780432,0.271257118997076,1.04000189156142,"not significant","not significant",0,0,"0"
"4188","sp|O43683|BUB1_HUMAN","BUB1","Mitotic checkpoint serine/threonine-protein kinase BUB1",180257.626884477,227985.905596826,215816.020377151,182768.807794736,200136.773928807,178703.056097693,206447.187755304,165217.465933129,202355.965169554,195311.685338046,197385.629591084,200030.667548409,252283.350663612,262540.6416,249457.909474272,265838.785244173,0.0870009563719974,-0.259695562919101,0.290038452028036,0.808137798250396,"not significant","not significant",0,0,"0"
"4189","sp|P12814|ACTN1_HUMAN","ACTN1","Alpha-actinin-1",3372500.7778719,3598963.33423705,3444777.13978413,3849401.957064,3818327.12378703,3519109.25092121,3427726.49986583,3535642.65672144,4070163.32254178,3810365.32583553,2108038.93804046,2046133.07783814,1958592.26768737,1963046.357,1985488.14116725,2036984.79925324,-0.0220908723359511,0.0303485165910847,0.087857347788994,0.266301501463079,"not significant","not significant",0,0,"0"
"4190","sp|O43707|ACTN4_HUMAN","ACTN4","Alpha-actinin-4",13475297.8512953,12983634.2111335,13513250.650025,14848864.6419153,15158375.7251044,14362865.6814701,14047554.8804785,14270144.8166204,15881226.4817586,15438739.4425441,7449839.68765946,7417547.63805744,7546420.65643495,6549750.982,6528723.99502522,6482277.45727481,-0.0806048580815084,0.196425908757268,0.47683912284602,2.85745490482093,"not significant","not significant",0,0,"0"
"4191","sp|O43760|SNG2_HUMAN","SYNGR2","Synaptogyrin-2",69649.4839875829,84843.5577789123,68527.0841148034,74338.6277754572,83189.2739770158,64606.3001812641,67602.438935216,56895.6973079311,71852.3350377595,85420.2969562951,45087.5888015655,35143.5258105347,40677.3360287805,30769.5044,33154.1836808147,34731.9181077118,0.135735121806169,0.293442141474201,0.367403322317197,0.840536091812898,"not significant","not significant",0,0,"0"
"4192","sp|Q8NBJ5|GT251_HUMAN","COLGALT1","Procollagen galactosyltransferase 1",511500.627278885,614030.940835135,522620.192101355,461688.236985323,465555.043678464,556857.801019319,574048.225095702,576183.827177928,469892.030549915,472583.6855707,678712.335328104,697898.668334241,707137.000747778,1020199.304,1040180.08884169,1042206.84386029,-0.0409620856903925,-0.574290493215143,0.0983481442801772,2.96877546578144,"not significant","significant",0,2,"2"
"4193","sp|O43768|ENSA_HUMAN","ENSA","Alpha-endosulfine",2774051.53949524,2641965.61086658,2779986.67944098,2990973.93646172,3076522.865206,2553257.14522109,1963994.52735415,2254242.47267482,2664829.38545199,2393641.16328089,1406259.79038535,1385798.04613556,1258818.21104383,1319121.061,1387698.15696979,1408005.31265513,0.269882331841922,-0.0225969700055291,1.34934335993947,0.105652716654869,"not significant","not significant",0,0,"0"
"4194","sp|O94832|MYO1D_HUMAN","MYO1D","Unconventional myosin-Id",165579.32641073,176996.06316646,163359.50251287,137392.459998938,151532.103250456,172433.317508231,183116.793486663,170312.449067677,161508.851270086,155828.762119926,468389.558104715,465831.787494279,463042.989375673,486916.728,510668.600125734,502633.006770287,-0.0851753738038012,-0.102567503081599,0.36702423492911,1.49903779497508,"not significant","not significant",0,0,"0"
"4195","sp|O43795|MYO1B_HUMAN","MYO1B","Unconventional myosin-Ib",239661.754997019,242537.211618277,248252.635524536,230492.052650445,232325.011628318,245609.253986604,280330.7716671,253708.353449351,228658.804269413,237729.706678922,673643.527498295,669874.279950354,668679.3117766,727249.2173,735772.68565802,715194.576636882,-0.0624278765019382,-0.114375700180137,0.344949549068592,2.12883580659381,"not significant","not significant",0,0,"0"
"4196","sp|Q9NXH9|TRM1_HUMAN","TRMT1","tRNA (guanine(26)-N(2))-dimethyltransferase",355480.506637804,389393.411547743,367951.532382393,365809.95679238,348964.902785736,361849.690592879,376059.123266016,375331.331589888,418137.756460508,392093.417828283,374176.427059988,374299.880841615,343636.601687631,375636.3662,377858.324616311,377838.768563497,-0.0737617257468232,-0.0509022059242352,0.554074433318761,0.422964998134028,"not significant","not significant",0,0,"0"
"4197","sp|O43818|U3IP2_HUMAN","RRP9","U3 small nucleolar RNA-interacting protein 2",1030753.4389757,959232.52022458,1011266.1004633,1059504.69822572,1033908.95320477,1049253.92451434,1084053.91536675,940349.749817192,926359.232454973,1087390.02268924,861898.960074697,830332.099996403,832629.924823535,667051.4249,732469.259014998,685648.049992507,0.00205701384668702,0.27603982470215,0.00678645464602532,1.82849844127088,"not significant","not significant",0,0,"0"
"4198","sp|O43847|NRDC_HUMAN","NRDC","Nardilysin",1135866.10077893,1238262.57807152,1144806.20688916,1098157.59827233,1127200.64289025,1256773.84998264,1273707.86105673,1270343.70166765,1135733.33734168,1153402.79220409,1141366.15218627,1140815.85644204,1135814.28341274,1354492.237,1330041.97252918,1304155.49274522,-0.0843037469581798,-0.222764062263979,0.635231338836928,2.47727049917275,"not significant","not significant",0,0,"0"
"4199","sp|O43865|SAHH2_HUMAN","AHCYL1","S-adenosylhomocysteine hydrolase-like protein 1",479759.869824307,473967.930524979,496398.99188732,459935.434692005,435091.262960582,452427.700840154,500818.517708734,458587.922449139,465365.716049765,472303.130792501,528954.509578885,535883.132184231,526693.077786853,589271.0874,597222.284678455,597942.913026043,-0.00267325243053995,-0.165053385605474,0.0119759247503144,2.68147741192013,"not significant","not significant",0,0,"0"
"4200","sp|O60216|RAD21_HUMAN","RAD21","Double-strand-break repair protein rad21 homolog",632915.382211696,630877.146747389,610468.947903605,584453.736967169,593457.200891176,587783.323144373,635922.621020722,637992.691178343,598534.021365117,614626.33167904,625497.912874736,610104.877857634,547041.471398568,612294.9244,606066.944664878,609055.011495374,-0.0106837895047855,-0.0357869543530289,0.07696030207706,0.175836385189327,"not significant","not significant",0,0,"0"
