"","Protein","Gene","Protein_Description","aLOG_PISA_1","aLOG_PISA_2","aLOG_PISA_3","aLOG_PISA_4","bSTAT_PISA_1","bSTAT_PISA_2","bSTAT_PISA_3","bSTAT_PISA_4","cLOG_PROT_1","cLOG_PROT_2","cLOG_PROT_3","cLOG_PROT_4","dSTAT_PROT_1","dSTAT_PROT_2","dSTAT_PROT_3","dSTAT_PROT_4","log_prot","log_PISA","log_adj_p_PISA","log_adj_p_PROT","significant_PISA","significant_PROT","sig_PISA","sig_PROT","sig_all"
"1475","sp|P52097|TILS_ECOLI","tilS","tRNA(Ile)-lysidine synthase",241101.36783947,211503.232226296,200702.482271511,238450.703204618,289155.88639644,304689.4059217,280364.061039535,356064.406138783,692131.259416645,689198.0088,717024.301713267,754883.959825936,484574.518513177,431187.898075655,488326.075293019,480687.925247249,-0.598206462160434,0.46425556720043,2.02407078759448,4.42339906819044,"not significant","not significant",0,0,"0"
"1476","sp|P52108|RSTA_ECOLI","rstA","Transcriptional regulatory protein RstA",718743.634622943,679812.092156085,677462.398375489,705313.062310619,872281.13258722,822557.466584603,797624.080244915,800723.859568794,1310900.89617419,1277825.734,1385178.5763883,1317277.335672,320148.970613985,284079.46958721,301508.15196809,264229.603154626,-2.17712334502739,0.243708690085406,2.7509077291363,6.86664749867665,"not significant","significant",0,2,"2"
"1477","sp|P52119|RATB_ECOLI","ratB","UPF0125 protein RatB",2544134.1550592,2062740.99469778,2205462.86154699,2382056.04128072,1683787.02214718,1542413.60446136,1770502.01902207,1952523.2251977,1313806.95027374,1336937.377,1194147.66320572,1248161.33564437,2119972.67611011,1933733.6886805,2196633.44528923,2045680.6712839,0.703888633049648,-0.403902224796716,1.96163506390962,4.50583362145769,"not significant","not significant",0,0,"0"
"1478","sp|P52643|LDHD_ECOLI","ldhA","D-lactate dehydrogenase",5712196.299906,5340863.57633216,5519771.67646915,5450472.37505001,3113704.62260678,2926347.30460418,3146510.20431092,3222094.80155533,2726500.26513484,2675272.32,2692562.4648215,2807122.84736778,3026574.46622535,3029251.4954361,3058221.11748508,2989099.72118261,0.150861109339886,-0.827683945737592,4.82603368690244,3.84841170726407,"not significant","not significant",0,0,"0"
"1479","sp|P52644|HSLJ_ECOLI","hslJ","Heat shock protein HslJ",294469.860465623,226974.187154623,224207.15374319,248463.942172866,321741.3630802,234397.007582202,288369.228417626,269680.416680912,336701.648989536,289729.9902,283002.865591502,285550.944813771,198946.598683149,214039.277806667,197239.055190448,191330.265935543,-0.576119274303059,0.164507836571633,0.508054962573704,3.29736955370838,"not significant","not significant",0,0,"0"
"1480","sp|P52645|YDBH_ECOLI","ydbH","Uncharacterized protein YdbH",59157.8824784879,30134.7796076181,33429.8073527051,49228.3309659199,31170.1001375207,29268.3170420101,28104.8536927581,39691.6523051634,38607.0139190131,42749.5615,44692.5223547837,45929.7189211911,39863.6519306394,37760.3416738812,35178.9166914976,44507.098054078,-0.128620412899568,-0.423206615988348,0.651046928108711,0.67161900965342,"not significant","not significant",0,0,"0"
"1481","sp|P52647|NIFJ_ECOLI","ydbK","Probable pyruvate-flavodoxin oxidoreductase",461174.825300031,458507.614342138,460346.916046892,459717.249847845,731182.024249867,716184.254382681,772727.155727114,801224.441056594,1370037.79025954,1356972.949,1453027.25165053,1324673.43279333,620808.027775022,611256.117804389,587480.082819866,590947.822533221,-1.19133926245968,0.715670906475784,4.26015051894215,6.15553834607099,"not significant","significant",0,2,"2"
"1482","sp|P52697|6PGL_ECOLI","pgl","6-phosphogluconolactonase",3856497.26991776,3635284.17044208,3764619.93007463,3808236.56869024,2874018.64549129,3135556.22448923,3054259.79664973,3005693.37541705,1763872.7090706,1741327.377,1822090.49885592,1676951.99344629,2458171.47977505,2537674.27008416,2497879.60021334,2419737.90895061,0.501160100033808,-0.319796736759088,3.64023003953837,5.38845121927751,"not significant","not significant",0,0,"0"
"1483","sp|P54901|CSIE_ECOLI","csiE","Stationary phase-inducible protein CsiE",129895.078630959,108920.912844154,104790.679911369,120862.729007976,228193.663908895,250641.40966109,252757.656364581,283503.14596585,684220.652984189,709334.7637,712410.392313239,697025.775739716,188204.975372563,171419.550811217,183520.511959884,192071.227930554,-1.9307268224841,1.12796053754811,3.72180907809495,7.46349256720344,"significant","significant",1,2,"3"
"1484","sp|P56258|WECF_ECOLI","wecF","TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase",153892.275849956,158660.252669737,134524.707351998,158657.869757048,224362.798485187,209755.443108578,237787.317337532,252621.485168645,467580.836877504,486641.0015,490581.383303325,494838.84934517,258140.747559503,217222.957572604,233598.289522193,234035.552684103,-1.04046452769976,0.610028495902642,3.01195131557731,5.92984252622136,"not significant","significant",0,2,"2"
"1485","sp|P56262|DLHH_ECOLI","ysgA","Putative carboxymethylenebutenolidase",1354967.84392311,1104945.39643325,1261738.53935352,1318364.86549008,1526356.2907939,1247484.58820195,1083881.47798919,1267212.7783985,611616.039697342,619767.333,641417.701692618,648636.218090971,1498965.26782294,1612529.58958693,1561054.68807989,1914697.50268826,1.38542931171356,0.0241052466281227,0.0615891208288294,4.23583637482379,"not significant","significant",0,2,"2"
"1486","sp|P56579|PTHC_ECOLI","srlA","PTS system glucitol/sorbitol-specific EIIC component",829498.139477892,826278.049097524,776227.919543888,843110.618495295,607230.336558935,635375.272119281,614753.5025265,643089.228154936,749266.822393035,775487.8232,699020.94370617,779901.621135773,462852.931005241,463134.858014334,452540.799778906,449628.662731885,-0.716339611064072,-0.38935864637536,3.8168969573,5.01579634260975,"not significant","not significant",0,0,"0"
"1487","sp|P56580|PTHB_ECOLI","srlE","PTS system glucitol/sorbitol-specific EIIB component",2085992.56405043,2136007.07298712,1929602.17525675,1904609.37232513,1414353.58669853,1436363.18336778,1464736.48374934,1317265.59122103,1943851.51225424,1942918.273,1946484.40501059,1869110.09031448,879432.627893193,948519.916403889,973484.819042963,976738.068779154,-1.02761166451896,-0.51627004067235,3.43619217674971,6.53288106574489,"not significant","significant",0,2,"2"
"1488","sp|P60293|MUKF_ECOLI","mukF","Chromosome partition protein MukF",926328.27420065,909861.391630432,846310.447124904,965899.823571826,1444630.34886293,1559072.79787957,1545868.87830857,1695538.40124308,2936041.43697942,2942082.486,3264706.78746808,3063814.15639779,2236108.0879714,2217389.50293092,2160073.6975741,2217091.72420066,-0.467073048252171,0.775463195873265,3.79768427482462,4.18815616683871,"not significant","not significant",0,0,"0"
"1489","sp|P60340|TRUB_ECOLI","truB","tRNA pseudouridine synthase B",1880864.18403267,1862777.2487723,1829704.27160337,1851599.57506837,1079869.60938091,1105789.60842603,1082604.22319778,1113390.48785168,1449353.23125988,1541140.664,1402336.85199735,1617658.80767604,1220890.01229498,1201764.82167454,1191836.54571231,1221458.25622833,-0.31368328367727,-0.760904851446204,5.43975681667204,2.91052280465785,"not significant","not significant",0,0,"0"
"1490","sp|P60390|RSMH_ECOLI","rsmH","Ribosomal RNA small subunit methyltransferase H",1630583.21202786,1479638.62618873,1414902.80101005,1484278.4071408,1736454.91489854,1718117.37768529,1985595.20096419,2038860.72569193,4342943.28505467,4280855.046,4065385.52038451,4196131.02488695,1759131.59950603,1741430.93933562,1658931.43250116,1712138.4139541,-1.29704431971568,0.315629141374311,1.85077754432389,6.80622590037182,"not significant","significant",0,2,"2"
"1491","sp|P60422|RL2_ECOLI","rplB","50S ribosomal protein L2",5611710.94664489,6168722.53394826,5621881.83088358,6100606.67434747,24327900.8151199,22949255.1046626,28884305.7861809,29317566.5728439,63408813.3426261,63236552.79,66071177.6595934,63986512.0304857,12189245.2667791,12053237.0991867,10723274.3809315,10667722.7890125,-2.49193590197052,2.16604415041129,3.9875199157996,7.4917787039695,"significant","significant",1,2,"3"
"1492","sp|P60438|RL3_ECOLI","rplC","50S ribosomal protein L3",6671579.60502304,6280849.70857862,6028770.68955151,6653438.80024366,15630989.4750824,15926634.0849597,17542201.0382161,18241945.450196,34788623.5338213,35249009.46,34032536.3945145,36298514.4193625,9131272.83593629,8104153.07043588,8006886.62305738,7729064.48539682,-2.08993506088727,1.39340707221134,4.33119508921181,7.11044994228738,"significant","significant",1,2,"3"
"1493","sp|P60472|UPPS_ECOLI","ispU","Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)",702984.389708655,615477.502683472,642368.559406069,634639.965011097,440009.87740233,377690.185067023,402184.388272492,463271.867053963,780468.897934916,811532.6089,737434.235032278,784040.56815086,191501.125328094,206752.585624762,194977.666247755,203312.485429264,-1.96670058924386,-0.624826875366245,3.27784647227252,6.72237758214126,"not significant","significant",0,2,"2"
"1494","sp|P60546|KGUA_ECOLI","gmk","Guanylate kinase",779243.375229387,1093059.04088597,1058408.89950969,755673.259001065,855531.783018084,655598.111717486,703270.448171582,592803.448067657,545382.811111713,491375.4453,515208.9238153,512313.833650341,623968.919747639,658019.636611268,652656.179616224,650893.351405449,0.324825176702951,-0.393072783931842,0.971532224043165,3.95054122355414,"not significant","not significant",0,0,"0"
"1495","sp|P60595|HIS5_ECOLI","hisH","Imidazole glycerol phosphate synthase subunit HisH",231978.610016232,251420.347906998,231208.92198617,259944.629633943,445992.238793264,405479.778645075,415865.612759156,444936.604137303,593568.325126448,616519.3823,608622.438289809,626623.169222041,483276.934339913,506621.367880197,449273.503075502,517363.708088593,-0.321729830297887,0.813101953260063,4.2147829169016,3.33735959590736,"not significant","not significant",0,0,"0"
"1496","sp|P60624|RL24_ECOLI","rplX","50S ribosomal protein L24",39467244.4506338,46204356.8516289,37557022.7626415,38873902.4615296,28594591.3529997,21281972.8712687,20098374.6952773,20510225.1714218,35652235.8529213,37428255.37,30364368.7521147,36975318.1365653,10611200.8792889,9978989.03141275,9761695.1040624,10308768.4612415,-1.78804495636798,-0.841153403811397,2.75341451411682,4.97260267538942,"not significant","significant",0,2,"2"
"1497","sp|P60651|SPEB_ECOLI","speB","Agmatinase",1505907.41471346,2530963.9506091,3091793.72926428,1792125.68347123,2834583.7590501,2141233.29540877,2293423.24153823,1974432.99492942,1217141.90671583,1410711.134,1321809.89400123,1495649.69184046,3696465.37025134,3324882.63266212,3479785.45560952,3676167.05519011,1.3804960720269,0.0512946673500523,0.061644692157475,5.60636769120032,"not significant","significant",0,2,"2"
"1498","sp|P60664|HIS6_ECOLI","hisF","Imidazole glycerol phosphate synthase subunit HisF",1225232.77785086,1144991.65047202,1223050.48145386,1187039.60568859,1340915.29877587,1334644.36638722,1369280.57409403,1475459.88521119,1276382.88466875,1228179.994,1172455.35927956,1272301.78304434,1891991.85478526,1817111.81118898,1885400.21348063,1768511.71493729,0.573066427761173,0.207641162900145,2.25513588551575,5.05377309351959,"not significant","not significant",0,0,"0"
"1499","sp|P60716|LIPA_ECOLI","lipA","Lipoyl synthase",2868570.39740804,2855235.48787404,2805886.75623524,2832018.47127569,3944681.11447917,3735849.38838762,4126885.61887154,4080424.77716053,6647935.61630807,6647318.571,6899493.37267471,6438637.23378984,1714321.36464025,1662852.82131001,1522949.52571754,1477386.43590568,-2.06217059549234,0.483742954835938,3.99095267931014,7.07471815080028,"not significant","significant",0,2,"2"
"1500","sp|P60720|LIPB_ECOLI","lipB","Octanoyltransferase",1043367.3622503,967299.687424215,931249.455374926,1038312.6290586,1375098.41500424,1495529.45064989,1539812.30701712,1568296.96295366,2459762.80328539,2501422.878,2512224.12053133,2423686.88602171,753504.152715103,715166.846949846,686594.504517843,672474.103148726,-1.80735609727792,0.586989295657533,3.55983075960558,7.46349256720344,"not significant","significant",0,2,"2"
"1501","sp|P60723|RL4_ECOLI","rplD","50S ribosomal protein L4",1323155.44998058,1556958.83542294,1465019.05876505,1467656.36209696,15027461.0772758,14355198.7163303,16942457.7001954,17169988.0427292,29934040.9394141,31677294.26,29951358.1325033,31471848.1820734,5101179.39857256,5022132.4581584,4459944.26327692,4496746.2795819,-2.68893014608372,3.44934276616706,4.68088950332678,7.22420957442639,"significant","significant",1,2,"3"
"1502","sp|P60752|MSBA_ECOLI","msbA","ATP-dependent lipid A-core flippase",2332562.27452383,2177367.86660545,2206528.49641555,2293218.16295829,1354510.79105753,1302269.45097797,1365360.83831361,1525796.48113905,1905953.343326,1973213.473,1977634.80137063,1991745.81927669,2869820.1216288,2864315.38391952,2851609.04844135,2930922.14080015,0.553225635111766,-0.69952380277372,4.16489819899075,6.62914329052663,"not significant","not significant",0,0,"0"
"1503","sp|P60757|HIS1_ECOLI","hisG","ATP phosphoribosyltransferase",843730.624405641,795231.200018363,792877.812480057,865194.98382791,801382.140711766,889623.755475179,823252.458971957,955657.878533841,1216026.92897067,1188493.737,1281697.66640291,1268175.91617924,1630567.88230199,1622721.78417184,1534002.69373902,1637734.2250868,0.374993747486887,0.0737317993106285,0.444992052357016,4.28975978687704,"not significant","not significant",0,0,"0"
"1504","sp|P60785|LEPA_ECOLI","lepA","Elongation factor 4",2847247.96726603,2845328.57535324,2716672.02499278,2878850.45431354,4450311.92369537,4381418.861631,4894363.9915532,4857149.70262992,10547086.9766728,10843327.65,10422601.6991803,10256475.9671273,3941989.59092956,3481060.27251618,3698653.56405224,3499993.75883465,-1.5246636281872,0.719199857462092,4.04296934267301,6.91436109716041,"not significant","significant",0,2,"2"
"1505","sp|P60906|SYH_ECOLI","hisS","Histidine--tRNA ligase",4431984.07355729,3867760.03787651,3900931.56737018,4307027.5518892,3002161.52451924,3294376.43133918,3184432.05473055,3582758.70692517,5503174.30931144,5835191.508,5934015.32988946,5891017.67857878,4117483.05030539,3986551.71573763,3875075.63597171,4112380.40932149,-0.525548967161373,-0.33757267026241,2.13916955802085,5.0140087179231,"not significant","not significant",0,0,"0"
"1506","sp|P61175|RL22_ECOLI","rplV","50S ribosomal protein L22",4300926.44450225,4889744.803555,4683576.90286035,4284922.80760458,7471688.18215337,6542390.73972602,7467058.95482973,7992852.7633243,11858599.9823783,12329375.81,12205788.2342766,12014481.8937551,4918219.4496005,4711375.40145124,4510749.67590901,5543389.08281943,-1.29824892191908,0.698744068706399,3.26258039948463,6.28251554298788,"not significant","significant",0,2,"2"
"1507","sp|P61316|LOLA_ECOLI","lolA","Outer-membrane lipoprotein carrier protein",3079314.52058584,3549467.67821186,3547090.68023758,3126864.96009451,2554207.53567633,2426894.36793031,2612902.94220351,2390841.89212543,1766278.77156154,1772351.648,1663595.51976737,1650814.43814984,2103272.79585815,2073070.69579887,2236584.66173709,1999405.95654963,0.295761963008598,-0.41391100928618,2.61473160144128,3.09155188578553,"not significant","not significant",0,0,"0"
"1508","sp|P61320|LOLB_ECOLI","lolB","Outer-membrane lipoprotein LolB",4792547.88033301,4444397.85924532,4575335.89764793,4648387.72266975,3105534.44347417,2710972.58462456,3053507.70510316,3147494.06533763,1847176.64155338,1836068.483,1734868.09486452,1781803.90765402,3389728.77901723,3352235.3419068,3552691.40951835,3535187.84774488,0.941732612214821,-0.619317004444786,4.03218186365757,6.28251554298788,"not significant","not significant",0,0,"0"
"1509","sp|P61517|CAN_ECOLI","can","Carbonic anhydrase 2",15317143.2471812,13931572.3264969,15686029.847485,14727480.8314865,10334591.1392522,10313194.1393307,10880197.7663639,9944207.38046329,6806615.43195275,6414324.686,6585174.2437277,6069686.56200236,8878179.96684713,8052531.39323779,9147690.20302005,8328499.27999782,0.411094430559286,-0.524673564107285,3.68323130274395,3.30269692894237,"not significant","not significant",0,0,"0"
"1510","sp|P61714|RISB_ECOLI","ribE","6,7-dimethyl-8-ribityllumazine synthase",4167160.15001687,4835974.36778016,4634159.6836805,4164822.1158758,4158601.47426436,3713574.90555277,3522376.57046611,3322285.42986517,2085892.90529474,2042871.348,2041466.40127867,2006594.48509085,3246862.97299135,3450109.66236055,3253421.71557397,3176824.4786,0.68294860111259,-0.274580988753672,1.51406942007016,5.58696756818778,"not significant","not significant",0,0,"0"
"1511","sp|P61887|RMLA2_ECOLI","rffH","Glucose-1-phosphate thymidylyltransferase 2",335187.976380663,320578.235090898,353244.571798654,332284.735709101,381359.046879973,367323.949348056,380249.273953316,427502.98756152,855732.496523753,819847.2461,802021.091026663,840582.932698147,980653.384891348,888644.356850622,939231.043917153,959760.08629379,0.183515776974181,0.214618435048194,1.74270711696255,2.46800994024744,"not significant","not significant",0,0,"0"
"1512","sp|P61889|MDH_ECOLI","mdh","Malate dehydrogenase",115732077.242881,105635753.388176,106210132.778107,114340067.980516,69915222.2685167,69659066.7029949,74231733.7341462,76902200.4167749,45361374.0989662,44399718.77,43169690.5629855,43944112.0512872,92745732.7876565,90431474.726331,95125993.6997706,96628862.5413772,1.08389991306312,-0.604206917089792,3.88120405783026,6.58990041332919,"not significant","significant",0,2,"2"
"1513","sp|P61949|FLAV_ECOLI","fldA","Flavodoxin 1",620653.015563154,1089723.8623621,1186980.02466456,757818.149595439,1276623.26502684,1012000.6577541,982015.513850253,741562.409906716,691967.386523837,676679.8911,648730.366737461,624142.490373417,934569.84423131,976505.221095005,1031838.66214347,920715.48892488,0.5485882419562,0.134453686317577,0.176204640814871,4.13351622957213,"not significant","not significant",0,0,"0"
"1514","sp|P62399|RL5_ECOLI","rplE","50S ribosomal protein L5",2823896.21880746,3013679.73812435,2803591.00101839,2742237.97489645,9530542.9100636,9897840.76550964,10469596.7730423,10669396.125113,18894363.7686917,19330643.79,19359381.1139097,19564820.745435,4360779.07054279,4016811.92916678,3737006.12879971,3657582.1076974,-2.29026936239535,1.83338785671064,4.94249383129212,7.53281921609956,"significant","significant",1,2,"3"
"1515","sp|P62517|OPGH_ECOLI","mdoH","Glucans biosynthesis glucosyltransferase H",1116654.19958093,1169604.74969081,1121578.70437362,1195688.31090434,1744975.21021664,1615198.62204344,1742024.92013809,1843611.87900146,2097554.82066654,2101461.801,2075556.48045668,2069432.85249931,3099129.23286623,2998415.06900716,3074377.04767139,3162744.4509352,0.563906534773731,0.593403794473603,3.83437685405696,6.25010483174461,"not significant","not significant",0,0,"0"
"1516","sp|P62615|ISPE_ECOLI","ispE","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase",247563.984936224,259112.773243885,253488.266289133,254389.704608638,355324.838191754,328324.69287916,357526.601126034,318449.369465008,554221.409680963,504932.2695,539452.291826902,525875.658500662,294082.681092164,276540.236414569,282441.508921237,252168.450576809,-0.94276048537008,0.422362635146123,3.30066052173018,5.39867280205433,"not significant","not significant",0,0,"0"
"1517","sp|P62617|ISPF_ECOLI","ispF","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",253937.082181267,323565.517198421,320266.798708965,254524.79804153,382047.163863169,321421.732120543,313284.116960867,341593.122402955,271600.048896831,272185.9792,229360.18217305,273846.931146875,307740.87062691,321787.016492832,306585.285147999,309131.959534839,0.250177779332816,0.237342052502857,0.965764094101824,2.23072765258622,"not significant","not significant",0,0,"0"
"1518","sp|P62620|ISPG_ECOLI","ispG","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)",952065.947531338,1026575.52076454,1017924.159487,990201.998507966,2514067.47918015,2279939.7063993,2401559.47524876,2611150.68524437,4640717.3414647,4927673.458,4796071.90715279,4858776.27371967,1581196.57391334,1522735.62188927,1527564.94781995,1509448.80758467,-1.64631862999813,1.29855077786358,4.6341355549619,7.22420957442639,"significant","significant",1,2,"3"
"1519","sp|P62623|ISPH_ECOLI","ispH","4-hydroxy-3-methylbut-2-enyl diphosphate reductase",4378802.76253239,3762272.8621498,3866579.33829696,3997356.30918778,3321505.41053756,3166417.18438279,3037289.41692395,3569020.66613192,4946670.48761288,4839880.41,4983156.12776681,4810310.06914573,799883.677851231,748756.877146758,754175.534473345,718783.7370819,-2.69599751331182,-0.289592172721997,1.95080408747636,7.62630002590628,"not significant","significant",0,2,"2"
"1520","sp|P62707|GPMA_ECOLI","gpmA","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",18310143.541738,25200608.1690703,28494932.1452209,23289747.3863269,22181652.6945115,20186635.9500824,22204397.5919941,20312299.05204,14934118.3310672,15312229.72,14482174.505595,14861191.8859336,26122925.9652879,25594286.7235511,28196292.7927462,27070335.2417269,0.84425766342307,-0.166897660422743,0.485585761480568,5.54094005294818,"not significant","not significant",0,0,"0"
"1521","sp|P62723|YEIH_ECOLI","yeiH","UPF0324 inner membrane protein YeiH",113292.875675024,123169.277124435,148104.266756122,126533.922478302,142425.697968423,95587.2457368104,127957.508111906,117940.295208688,112569.063980061,106926.4551,102907.485759406,105320.708720981,188500.053540899,129521.082581775,172400.138194325,145483.583642966,0.572131735936665,-0.0788655768620179,0.190292543770788,2.01247509269018,"not significant","not significant",0,0,"0"
"1522","sp|P62768|YAEH_ECOLI","yaeH","UPF0325 protein YaeH",4205040.82297934,4399878.7711284,4389887.04615711,4449121.91112718,2897432.80220461,2818751.85319937,2668514.17797904,2709858.96304136,2907118.57818201,3040397.358,2920973.7570686,2980749.56805808,2192006.63409213,2343917.05894646,2137460.41490382,2084248.65570456,-0.436181579718337,-0.652872820235694,4.71502606831949,4.45696277506038,"not significant","not significant",0,0,"0"
"1523","sp|P63020|NFUA_ECOLI","nfuA","Fe/S biogenesis protein NfuA",1898358.66041981,1810588.61172491,2018556.62258784,1670542.37394513,4007283.75807346,3190860.95505859,3446988.3567876,3563163.41796021,5628971.09013356,5632011.284,5563084.39309549,5273398.33151714,1669994.45092758,1470325.64193057,1646180.31168932,1550636.78222728,-1.80197772842183,0.941517363702712,3.42020943705826,6.87298910226877,"not significant","significant",0,2,"2"
"1524","sp|P63177|RLMB_ECOLI","rlmB","23S rRNA (guanosine-2'-O-)-methyltransferase RlmB",390305.322944332,357424.642002447,368684.714568118,385173.464955892,372890.290497408,371015.869419341,365142.923666146,376684.381802121,626857.927387819,615532.5029,612536.601428654,586204.395716592,242508.637515292,245174.500103737,232730.515757762,236895.805040898,-1.35049270143881,-0.0153138393832101,0.169674210603209,6.88116815607553,"not significant","significant",0,2,"2"
"1525","sp|P63224|GMHA_ECOLI","gmhA","Phosphoheptose isomerase",11850431.2836313,11135781.284416,11888382.8634247,11282984.1680197,11435654.6955095,11906785.1270594,12025709.4792052,12071120.0810807,6663508.89832293,6892081.591,7411013.29258583,7509347.65756255,12918999.1648961,13162430.1804003,13573599.1688741,13543464.2890966,0.901641326377222,0.0395142167007526,0.558070687023381,5.92621088977547,"not significant","not significant",0,0,"0"
"1526","sp|P63228|GMHBB_ECOLI","gmhB","D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase",371389.710192463,276349.329925709,297635.253475888,356036.600708252,304334.924721294,361178.319433147,328498.318390576,411916.454091927,288967.232540638,298254.582,317657.854884102,328927.923407876,403146.151957548,391173.500937894,365875.359853009,424739.929115784,0.361306192352094,0.111446194563361,0.300174781029082,2.80193151302139,"not significant","not significant",0,0,"0"
"1527","sp|P63235|GADC_ECOLI","gadC","Glutamate/gamma-aminobutyrate antiporter",2934736.03292638,3217263.24761359,3215071.86356755,3090022.35801959,3078029.68760966,3582445.1803381,3386945.66035909,3603370.63291096,1755442.66601462,1692313.824,1748953.41108575,1835792.28229919,5108715.38895656,5618564.98935554,5262356.70859625,5766912.66571003,1.6293397853631,0.132017071092485,1.00638867731963,5.89615293372979,"not significant","significant",0,2,"2"
"1528","sp|P63386|MLAF_ECOLI","mlaF","Intermembrane phospholipid transport system ATP-binding protein MlaF",228295.371487847,193128.416861889,215094.370334052,231676.076015805,181841.603921697,179622.254116693,192375.947266147,193296.403782525,312629.961982876,332689.0459,290007.217281713,316389.363025393,261876.840908549,236295.515604742,244766.641889961,250632.624968021,-0.333210918238863,-0.216646560126535,1.55208107744275,2.98491300646514,"not significant","not significant",0,0,"0"
"1529","sp|P63417|YHBS_ECOLI","yhbS","Uncharacterized N-acetyltransferase YhbS",72442.531939861,75655.70624549,64269.7492654333,89459.5329291304,301791.300458034,249746.438395369,267040.417171275,284163.641052927,406723.407950739,367229.615,419171.345891159,392280.585791426,125992.153036936,125689.960007398,127337.81307549,111926.536022943,-1.69121377824908,1.86929876805345,4.34648830043426,5.86762283967437,"significant","significant",1,2,"3"
"1530","sp|P63883|AMIC_ECOLI","amiC","N-acetylmuramoyl-L-alanine amidase AmiC",798052.542916261,723916.216451995,751605.845411597,757508.279941551,952527.542711669,912797.28664565,868145.774583168,799494.404723991,1573520.18355851,1540915.217,1560676.52909095,1540364.2880817,323157.563384617,274245.560244279,290535.372799828,240673.543370511,-2.46131528685948,0.22104615745725,1.67170581001351,7.48225530473533,"not significant","significant",0,2,"2"
"1531","sp|P64423|ZNTB_ECOLI","zntB","Zinc transport protein ZntB",201483.524665224,192505.156560269,185906.485310538,190533.017968812,203615.321656599,214821.32910476,199625.837658385,225207.970451258,342196.890707579,343403.9844,305229.650825037,350642.582999867,285808.809057845,249495.733241921,275984.7041192,250307.052413698,-0.3375828887406,0.130334933252923,1.32127097813226,2.54782537409002,"not significant","not significant",0,0,"0"
"1532","sp|P64429|YPFJ_ECOLI","ypfJ","Uncharacterized protein YpfJ",962772.779160478,769252.421545545,829605.62728851,881728.508799681,992446.764020378,955647.897907285,924242.529293261,944724.739112198,702050.848588507,662282.4453,678706.803367786,657511.021935478,1095166.41221313,921955.958450598,1023756.96717786,1079745.73072736,0.609609342685826,0.148645850591944,1.00702362582806,3.73194938744249,"not significant","not significant",0,0,"0"
"1533","sp|P64448|YNBE_ECOLI","ynbE","Uncharacterized protein YnbE",317776.464100389,210892.710055648,248459.220495939,285894.327126589,225584.876594458,206644.412526106,244702.805609461,246411.761061351,176513.845832232,186318.1147,185287.445936044,184624.812074152,218131.671036565,213319.064145736,203944.263285949,221535.616490173,0.225868715222644,-0.203232517705523,0.598241389914849,3.22922660712283,"not significant","not significant",0,0,"0"
"1534","sp|P64451|YDCL_ECOLI","ydcL","Uncharacterized lipoprotein YdcL",22571862.2288268,20808092.6594474,22056254.0457378,23484714.8186485,17010820.9402121,19146958.7488875,18425898.8039418,18778044.4602208,6932524.9926536,6687295.757,6760584.84073083,6666748.64152041,20292071.6926079,19636359.9442838,19340906.7892966,20930881.8937254,1.56812939116291,-0.277495413771893,2.41298477820292,6.72237758214126,"not significant","significant",0,2,"2"
"1535","sp|P64455|YDCY_ECOLI","ydcY","Uncharacterized protein YdcY",60463.3767556468,76565.8090820168,73170.6409818149,53053.2433052514,356392.888274031,173090.230338814,181405.275941372,135602.944556202,235919.264218112,222091.7363,213723.173638462,231923.234218097,110762.579779019,131053.439123346,113531.164936148,129878.191490387,-0.897120926933402,1.68504495081102,1.41949465770655,4.83375837665828,"significant","not significant",1,0,"1"
"1536","sp|P64463|YDFZ_ECOLI","ydfZ","Putative selenoprotein YdfZ",912766.965945819,1069979.21969345,1162733.18225456,987561.170535161,750232.847258085,587330.77684646,637705.65945246,656033.711080642,647914.432787345,615635.29,483480.505901278,611197.303671248,844577.346364433,858302.264555592,887944.920079139,836177.213223042,0.539244003422045,-0.651426129825073,2.59575773818792,3.23721601793812,"not significant","not significant",0,0,"0"
"1537","sp|P64467|CNU_ECOLI","cnu","OriC-binding nucleoid-associated protein",71268.4382269727,76626.8787612186,70678.6146069276,69887.3620707007,199624.435681425,176821.683127235,146615.778748646,116203.041959593,163695.991460028,170592.0283,167116.347121995,170210.616929832,79313.2895295052,78032.043880447,74914.0749385986,64640.4528821891,-1.17765799831807,1.14803622336067,2.22255727701489,6.0247312701645,"significant","significant",1,2,"3"
"1538","sp|P64483|YEAK_ECOLI","yeaK","Uncharacterized protein YeaK",718630.546687248,369854.155611527,367665.198517027,592925.188289634,396448.895940499,460222.935049437,430512.698142673,469167.999228242,541347.783543373,544635.5615,514760.151206991,571393.940054721,311229.680273535,276016.539412645,274726.151852007,283700.136984435,-0.922920681378674,-0.222390407236961,0.312313035862798,5.30916358749796,"not significant","not significant",0,0,"0"
