Group,SubGroup,Protein,Protein_ID,Entry_Name,Gene,Length,Percent_Coverage,Organism,Protein_Description,Protein_Existence,Protein_Probability,Top_Peptide_Probability,Total_Peptides,Unique_Peptides,Razor_Peptides,Total_Spectral_Count,Unique_Spectral_Count,Razor_Spectral_Count,Total_Intensity,Unique_Intensity,Razor_Intensity,Razor_Assigned_Modifications,Razor_Observed_Modifications,Indistinguishable_Proteins,TMT_126,TMT_127N,TMT_127C,TMT_128N,TMT_128C,TMT_129N,TMT_129C,TMT_130N,TMT_130C,TMT_131N,TMT_131C,TMT_132N,TMT_132C,TMT_133N,TMT_133C,TMT_134
1,a,sp|A0A385XJE6|INH21_ECOLI,A0A385XJE6,INH21_ECOLI,insH21,326,8,Escherichia coli (strain K12) OX=83333,Transposase InsH for insertion sequence element IS5U ,3:Protein inferred from homology,1,0.999,3,0,3,3,0,3,40159608,0,40159608,N-term(304.2072),,"sp|P0CE49|INSH1_ECOLI, sp|P0CE50|INSH2_ECOLI, sp|P0CE51|INSH3_ECOLI, sp|P0CE52|INSH4_ECOLI, sp|P0CE53|INSH6_ECOLI, sp|P0CE54|INSH7_ECOLI, sp|P0CE55|INSH8_ECOLI, sp|P0CE56|INSH9_ECOLI, sp|P0CE57|INH10_ECOLI, sp|P0CE58|INH11_ECOLI, sp|P76071|INSH5_ECOLI",446419.3789,504778.3906,455196.6797,589033.2344,134163.0332,112079.8457,112561.4863,129701.1172,1209581.461,1383519.313,1142235.68,1375785.047,135812.623,137879.6797,125492.5459,113572.8799
1334,a,sp|P37353|MENE_ECOLI,P37353,MENE_ECOLI,menE,451,8.2,Escherichia coli (strain K12) OX=83333,2-succinylbenzoate--CoA ligase ,1:Experimental evidence at protein level,1,0.999,3,3,3,3,3,3,5419738,5419738,5419738,"9K(304.2072), N-term(304.2072)",,,68709.4707,53476.7056,63897.0244,66201.6846,39058.939,32023.5034,31305.6289,30884.0977,84085.959,91831.1113,80147.8262,84483.9922,41051.7271,31447.1436,27604.335,24489.0281
1335,a,sp|P37387|XYLF_ECOLI,P37387,XYLF_ECOLI,xylF,330,59.1,Escherichia coli (strain K12) OX=83333,D-xylose-binding periplasmic protein ,1:Experimental evidence at protein level,1,0.999,18,18,18,105,105,105,343655736,343655736,343655736,"10K(304.2072), 12K(304.2072), 13K(304.2072), 14K(304.2072), 14M(15.9949), 17K(304.2072), 1K(304.2072), 20M(15.9949), 24K(304.2072), 27K(304.2072), 2M(15.9949), 3K(304.2072), 3M(15.9949), 4K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,3225629.493,3112183.446,3547067.989,3641372.938,10552615.41,9812012.511,9878211.076,9404098.929,3365424.198,3752405.96,3203873.842,3575040.831,7559949.926,7180931.158,6535777.812,6480288.025
1336,a,sp|P37440|UCPA_ECOLI,P37440,UCPA_ECOLI,ucpA,263,66.9,Escherichia coli (strain K12) OX=83333,Oxidoreductase UcpA ,1:Experimental evidence at protein level,1,0.999,15,15,15,39,39,39,241566496,241566496,241566496,"10K(304.2072), 11C(57.0215), 14M(15.9949), 16K(304.2072), 19K(304.2072), 1C(57.0215), 21K(304.2072), 24K(304.2072), 3M(15.9949), 5C(57.0215), 6C(57.0215), 6M(15.9949), 7K(304.2072), 7M(15.9949), 8K(304.2072), N-term(304.2072)",,,3980383.008,3128279.471,3435817.365,4304190.735,1776809.33,1551444.273,1517012.128,1725114.135,3989810.905,4731479.895,4069566.614,4718753.911,2341761.656,2142449.408,1963207.651,1988988.878
1337,a,sp|P37595|IAAA_ECOLI,P37595,IAAA_ECOLI,iaaA,321,41.1,Escherichia coli (strain K12) OX=83333,Isoaspartyl peptidase ,1:Experimental evidence at protein level,1,0.999,12,11,12,17,16,17,100940618,100940618,100940618,"10M(15.9949), 14K(304.2072), 16K(304.2072), 17K(304.2072), 1K(304.2072), 2K(304.2072), N-term(304.2072)",,,543218.9453,582693.063,632510.6689,655143.7163,950702.6792,765835.3638,841934.0767,832313.7886,576605.6401,653544.0381,578936.6973,635537.7148,765882.937,769043.1377,679423.981,673294.4297
1338,a,sp|P37613|PANZ_ECOLI,P37613,PANZ_ECOLI,panZ,127,33.9,Escherichia coli (strain K12) OX=83333,PanD regulatory factor ,1:Experimental evidence at protein level,1,0.999,3,3,3,3,3,3,52081921,52081921,52081921,N-term(304.2072),,,233190.3887,274896.2344,315775.9219,315577.6914,405919.1367,310156.8203,349698.9395,281719.9355,432097.125,465276.9453,493556.3086,470924.1875,289247.5039,275106.8926,282121.0918,226560.5117
1339,a,sp|P37617|ZNTA_ECOLI,P37617,ZNTA_ECOLI,zntA,732,37.3,Escherichia coli (strain K12) OX=83333,Zinc/cadmium/lead-transporting P-type ATPase ,1:Experimental evidence at protein level,1,0.999,24,24,24,40,40,40,118463696,118463696,118463696,"10K(304.2072), 16K(304.2072), 1K(304.2072), 25K(304.2072), 4C(57.0215), 5K(304.2072), 7M(15.9949), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,1435284.083,1333112.702,1468189.312,1625760.304,1824056.037,1661127.104,1673298.047,1760750.192,2623105.985,3032656.906,2612916.91,2938676.853,2359311.785,2131860.103,2009359.832,1954209.847
1340,a,sp|P37624|RBBA_ECOLI,P37624,RBBA_ECOLI,rbbA,911,4.8,Escherichia coli (strain K12) OX=83333,Ribosome-associated ATPase ,1:Experimental evidence at protein level,1,0.999,3,3,3,4,4,4,13602319,13602319,13602319,"13K(304.2072), N-term(304.2072)",,,70468.0366,77985.0449,83926.5894,86402.335,133174.8252,95011.0254,100956.4229,117511.061,146847.8887,166370.3623,151523.9727,156444.498,149911.6587,130032.6177,126643.792,135273.3984
1341,a,sp|P37626|YHII_ECOLI,P37626,YHII_ECOLI,yhiI,355,44.5,Escherichia coli (strain K12) OX=83333,Uncharacterized protein YhiI ,3:Protein inferred from homology,1,0.999,17,17,17,24,24,24,176493856,176493856,176493856,"11K(304.2072), 14K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,1376215.578,1166772.207,1316640.103,1478794.838,1775676.285,1270028.412,1418311.58,1430272.191,1959479.846,2223381.463,1966271.399,2186001.267,2264034.609,1853598.7,1856314.285,1811474.827
1342,a,sp|P37631|YHIN_ECOLI,P37631,YHIN_ECOLI,yhiN,400,21.2,Escherichia coli (strain K12) OX=83333,Uncharacterized protein YhiN ,4:Protein predicted,1,0.999,8,8,8,13,13,13,81780397,81780397,81780397,"12K(304.2072), 3M(15.9949), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,629306.5391,519745.0703,661358.4717,731630.9561,965004.4683,770738.7686,816708.6592,869310.5073,652787.2026,792406.605,681978.3877,764164.3716,938370.3882,926006.1006,815138.1638,838115.0222
1343,a,sp|P37634|RLMJ_ECOLI,P37634,RLMJ_ECOLI,rlmJ,280,32.1,Escherichia coli (strain K12) OX=83333,Ribosomal RNA large subunit methyltransferase J ,1:Experimental evidence at protein level,1,0.999,7,7,7,13,13,13,31036233,31036233,31036233,"19K(304.2072), 2K(304.2072), 8K(304.2072), N-term(304.2072)",,,519421.0063,556909.2822,628890.354,641915.8955,642863.8135,525155.0684,555335.9023,610247.2422,942822.5225,1065671.589,1083057.559,1056071.684,804871.9067,858919.415,739360.6299,697396.542
1344,a,sp|P37636|MDTE_ECOLI,P37636,MDTE_ECOLI,mdtE,385,72.5,Escherichia coli (strain K12) OX=83333,Multidrug resistance protein MdtE ,1:Experimental evidence at protein level,1,0.999,19,19,19,63,63,63,448023896,448023896,448023896,"11K(304.2072), 14K(304.2072), 14M(15.9949), 16K(304.2072), 18K(304.2072), 19K(304.2072), 23K(304.2072), 25K(304.2072), 2K(304.2072), 30K(304.2072), 31K(304.2072), 7K(304.2072), 8K(304.2072), 8M(15.9949), N-term(304.2072)",,,3698521.489,3542451.594,3947784.631,4215881.884,6093046.274,5518898.309,5397464.057,5348967.818,2792872.86,3286439.313,2993706.922,3115456.621,5136045.088,4989826.205,4461992.584,4511507.835
1345,a,sp|P37637|MDTF_ECOLI,P37637,MDTF_ECOLI,mdtF,1037,22.6,Escherichia coli (strain K12) OX=83333,Multidrug resistance protein MdtF ,1:Experimental evidence at protein level,1,0.999,19,19,19,38,38,38,137371732,137371732,137371732,"10K(304.2072), 12K(304.2072), 13K(304.2072), 17K(304.2072), 21K(304.2072), 29K(304.2072), 3K(304.2072), 5M(15.9949), 6K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,1483685.071,1367357.035,1555753.122,1711208.745,3050587.399,2304595.663,2711471.169,2625743.045,2211752.95,2399029.547,2281585.292,2388987.719,3552761.937,3248113.473,3081025.592,2881026.593
1346,a,sp|P37642|YHJD_ECOLI,P37642,YHJD_ECOLI,yhjD,337,12.8,Escherichia coli (strain K12) OX=83333,Inner membrane protein YhjD ,1:Experimental evidence at protein level,1,0.999,3,3,3,5,5,5,55597059,55597059,55597059,"12K(304.2072), 14K(304.2072), 19K(304.2072), N-term(304.2072)",,,141207.7529,132565.3418,132280.7109,141663.3516,189018.5469,191001.5732,181774.0547,207770.146,115328.9492,137228.2031,108586.5391,135946.4912,192179.7559,172924.2568,142547.1523,173362.917
1347,a,sp|P37645|YHJG_ECOLI,P37645,YHJG_ECOLI,yhjG,686,23.6,Escherichia coli (strain K12) OX=83333,AsmA family protein YhjG ,3:Protein inferred from homology,1,0.999,13,13,13,17,17,17,45311372,45311372,45311372,"11K(304.2072), 13K(304.2072), 14K(304.2072), 3K(304.2072), 5K(304.2072), 9K(304.2072), N-term(304.2072)",,,812755.7119,789186.7188,833670.6211,948234.3926,1560233.231,1255086.465,1337130.967,1406877.623,1112373.295,1316148.461,1151587.397,1267720.54,1881244.51,1731856.758,1598414.279,1535088.281
1348,a,sp|P37647|KDGK_ECOLI,P37647,KDGK_ECOLI,kdgK,309,51.5,Escherichia coli (strain K12) OX=83333,2-dehydro-3-deoxygluconokinase ,1:Experimental evidence at protein level,1,0.999,13,13,13,120,120,120,6741585792,6741585792,6741585792,"11K(304.2072), 14K(304.2072), 21K(304.2072), 22K(304.2072), 24M(15.9949), 2K(304.2072), 5C(57.0215), 6C(57.0215), 7C(57.0215), 7K(304.2072), 8M(15.9949), N-term(304.2072)",,,16759486.99,15407217.78,16910192.47,19449344.08,19756800.72,17671534.88,17812916.53,18414587.56,11252835.52,13742383.83,12073978.79,13267702.9,14453284.54,16392638.37,12926773.88,13781403.12
1349,a,sp|P37648|YHJJ_ECOLI,P37648,YHJJ_ECOLI,yhjJ,498,55.2,Escherichia coli (strain K12) OX=83333,Protein YhjJ ,1:Experimental evidence at protein level,1,0.999,22,22,22,55,55,55,196295396,196295396,196295396,"10K(304.2072), 11M(15.9949), 12K(304.2072), 14K(304.2072), 15K(304.2072), 16K(304.2072), 17M(15.9949), 21K(304.2072), 23K(304.2072), 26K(304.2072), 2K(304.2072), 7K(304.2072), 7M(15.9949), 8C(57.0215), 8K(304.2072), N-term(304.2072)",,,3499680.524,3118388.892,3680850.448,3587791.074,4600515.654,3734247.496,4073381.151,3929010.129,3158518.386,3466393.703,3324609.543,3396901.337,4259938.101,4127787.116,3692535.94,3542885.734
1350,a,sp|P37649|PDEK_ECOLI,P37649,PDEK_ECOLI,pdeK,662,8.5,Escherichia coli (strain K12) OX=83333,Probable cyclic di-GMP phosphodiesterase PdeK ,1:Experimental evidence at protein level,1,0.999,5,5,5,6,6,6,6591656,6591656,6591656,"8K(304.2072), N-term(304.2072)",,,52918.4668,64473.7854,65444.9717,57307.3843,91671.3291,67893.8027,73667.1963,62112.8765,132317.666,150593.2002,132356.9648,140521.6167,106430.1069,86666.71,91132.2715,83499.2671
1351,a,sp|P37651|GUN_ECOLI,P37651,GUN_ECOLI,bcsZ,368,17.7,Escherichia coli (strain K12) OX=83333,Endoglucanase ,1:Experimental evidence at protein level,1,0.999,7,7,7,11,11,11,14025990,14025990,14025990,"10K(304.2072), 11C(57.0215), 14K(304.2072), 2K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)",,,338494.9983,319952.3213,342294.918,359872.2651,383074.7119,319195.3176,331885.1267,320586.7537,305873.3242,385430.7939,306239.5786,383382.498,286541.8115,265727.3455,241428.2168,257257.468
1352,a,sp|P37652|BCSB_ECOLI,P37652,BCSB_ECOLI,bcsB,779,14.5,Escherichia coli (strain K12) OX=83333,Cyclic di-GMP-binding protein ,1:Experimental evidence at protein level,1,0.999,9,9,9,11,11,11,24835530,24835530,24835530,"10K(304.2072), 11K(304.2072), 13K(304.2072), 14K(304.2072), N-term(304.2072)",,,345359.4805,334313.209,347512.332,400639.5273,235353.5,225962.5005,204219.2368,212952.1904,504251.0957,585029.6406,471560.9199,540538.1348,248629.8936,215462.9058,205803.6382,193785.3301
1353,a,sp|P37661|EPTB_ECOLI,P37661,EPTB_ECOLI,eptB,563,20.4,Escherichia coli (strain K12) OX=83333,Kdo(2)-lipid A phosphoethanolamine 7''-transferase ,1:Experimental evidence at protein level,1,0.999,9,9,9,24,24,24,42768425,42768425,42768425,"10K(304.2072), 11K(304.2072), 15K(304.2072), 16C(57.0215), 18K(304.2072), 2K(304.2072), 4C(57.0215), 5K(304.2072), 6K(304.2072), 7M(15.9949), 9C(57.0215), 9K(304.2072), N-term(304.2072)",,,359093.479,282203.0583,344735.2397,421176.5229,512479.9878,482963.1245,442332.4004,501620.7732,473185.7913,508304.3582,516308.5916,550266.3821,649055.7261,597911.9203,537843.3035,548806.5117
1354,a,sp|P37666|GHRB_ECOLI,P37666,GHRB_ECOLI,ghrB,324,43.2,Escherichia coli (strain K12) OX=83333,Glyoxylate/hydroxypyruvate reductase B ,1:Experimental evidence at protein level,1,0.999,12,12,12,44,44,44,423036152,423036152,423036152,"15K(304.2072), 18K(304.2072), 20K(304.2072), 2K(304.2072), 3M(15.9949), 6C(57.0215), 7M(15.9949), 9K(304.2072), N-term(304.2072)",,,3398599.431,2630473.364,2826906.998,3554948.874,1330151.545,1147530.549,1158080.101,1223148.387,3557039.939,4218601.818,3653471.126,4213980.155,1545980.146,1368207.904,1269499.603,1312706.853
1355,a,sp|P37671|YIAJ_ECOLI,P37671,YIAJ_ECOLI,yiaJ,282,40.1,Escherichia coli (strain K12) OX=83333,DNA-binding transcriptional repressor YiaJ ,1:Experimental evidence at protein level,1,0.999,9,9,9,14,14,14,23266713,23266713,23266713,"10K(304.2072), 17C(57.0215), 4K(304.2072), 5K(304.2072), 7K(304.2072), 8C(57.0215), 9K(304.2072), N-term(304.2072)",,,530573.8118,495193.6541,564192.1138,603686.6853,348729.4121,261059.9502,309583.855,304181.436,1213722.587,1447897.09,1127801.704,1445668.147,550168.7236,407838.8491,409862.8774,374761.4839
1356,a,sp|P37676|YIAO_ECOLI,P37676,YIAO_ECOLI,yiaO,328,18,Escherichia coli (strain K12) OX=83333,"2,3-diketo-L-gulonate-binding periplasmic protein YiaO ",1:Experimental evidence at protein level,1,0.999,5,5,5,5,5,5,12716114,12716114,12716114,"10K(304.2072), 13K(304.2072), 16K(304.2072), 1K(304.2072), N-term(304.2072)",,,462414.4512,480240.6562,482413.6162,567530.9199,135391.1377,115721.7603,102107.353,98823.9775,397056.3721,465666.0176,426432.084,489442.4375,117859.7358,99083.0967,78558.9067,82638.7432
1357,a,sp|P37685|ALDB_ECOLI,P37685,ALDB_ECOLI,aldB,512,36.9,Escherichia coli (strain K12) OX=83333,Aldehyde dehydrogenase B ,1:Experimental evidence at protein level,1,0.999,19,19,19,69,69,69,627349576,627349576,627349576,"10K(304.2072), 11K(304.2072), 16M(15.9949), 18K(304.2072), 19K(304.2072), 1K(304.2072), 1M(15.9949), 20K(304.2072), 2K(304.2072), 2M(15.9949), 5C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,2363201.495,2316040.517,2613673.01,2668294.4,6644087.289,6499875.349,6362035.062,5936837.705,2524827.148,2617047.518,2334165.986,2585969.557,6274767.563,5827742.798,5655383.976,5260472.804
1358,a,sp|P37690|ENVC_ECOLI,P37690,ENVC_ECOLI,envC,419,40.1,Escherichia coli (strain K12) OX=83333,Murein hydrolase activator EnvC ,1:Experimental evidence at protein level,1,0.999,15,15,15,21,21,21,34159505,34159505,34159505,"11K(304.2072), 13K(304.2072), 1K(304.2072), 2M(15.9949), 5K(304.2072), 8K(304.2072), N-term(304.2072)",,,627427.6538,593372.1487,648412.6294,731463.6919,810698.2949,702486.2361,710691.8805,713389.1775,767252.4202,888752.5781,775203.3252,899778.9966,939756.1145,875148.5872,781207.9879,782874.855
1359,a,sp|P37691|YIBQ_ECOLI,P37691,YIBQ_ECOLI,yibQ,319,12.9,Escherichia coli (strain K12) OX=83333,Uncharacterized protein YibQ ,3:Protein inferred from homology,1,0.999,4,4,4,5,5,5,11095763,11095763,11095763,"17K(304.2072), 1K(304.2072), N-term(304.2072)",,,339429.3459,255901.3799,300224.355,361555.2817,157068.804,148086.229,155494.199,146199.5039,540958.6045,634595.2227,624109.9805,637274.2559,176436.7559,158175.9335,144636.9692,135318.3096
1360,a,sp|P37692|RFAF_ECOLI,P37692,RFAF_ECOLI,rfaF,348,25.3,Escherichia coli (strain K12) OX=83333,ADP-heptose--LPS heptosyltransferase 2 ,1:Experimental evidence at protein level,1,0.999,7,7,7,14,14,14,63103141,63103141,63103141,"10M(15.9949), 21K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,419252.2432,401003.3594,430553.6631,487447.2308,249491.0735,200263.2922,204000.6968,215458.168,641971.3379,801371.6356,738971.4185,779671.8462,331029.4846,285478.2767,261841.6624,248807.0662
1361,a,sp|P37744|RMLA1_ECOLI,P37744,RMLA1_ECOLI,rfbA,293,46.8,Escherichia coli (strain K12) OX=83333,Glucose-1-phosphate thymidylyltransferase 1 ,1:Experimental evidence at protein level,1,0.999,19,17,19,57,50,57,481680200,396763808,481680200,"10K(304.2072), 11K(304.2072), 15K(304.2072), 18K(304.2072), 1K(304.2072), 23K(304.2072), 2M(15.9949), 3C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,6473035.303,6404235.189,6379308.316,7555514.337,4245195.227,3984255.295,3840693.102,4168511.639,13272474.75,15444562.61,14448610.08,15235125.9,8098361.098,7610146.807,6723899.119,6883788.474
1362,a,sp|P37745|RMLC_ECOLI,P37745,RMLC_ECOLI,rfbC,185,31.4,Escherichia coli (strain K12) OX=83333,"dTDP-4-dehydrorhamnose 3,5-epimerase ",1:Experimental evidence at protein level,1,0.999,5,5,5,7,7,7,107248965,107248965,107248965,"11C(57.0215), 11K(304.2072), 14C(57.0215), 7K(304.2072), N-term(304.2072)",,,386235.4141,366466.4331,366544.395,448328.9424,156420.6843,136396.1685,150216.3936,172657.2786,1347757.078,1530578.399,1374780.403,1487788.749,257653.2356,251145.5491,214856.0105,224818.6035
1363,a,sp|P37747|GLF_ECOLI,P37747,GLF_ECOLI,glf,367,46.6,Escherichia coli (strain K12) OX=83333,UDP-galactopyranose mutase ,1:Experimental evidence at protein level,1,0.999,16,16,16,32,32,32,102741328,102741328,102741328,"10K(304.2072), 11K(304.2072), 13K(304.2072), 16K(304.2072), 2K(304.2072), 3K(304.2072), 4M(15.9949), 7K(304.2072), 8K(304.2072), N-term(304.2072)",,,810219.863,1069817.271,985065.7166,1097736.77,728943.9364,573982.9373,693939.4883,615222.0613,6546034.858,7699618.871,7364353.03,7310024.408,1007607.373,811365.1641,661963.8223,599425.7258
1364,a,sp|P37749|WBBI_ECOLI,P37749,WBBI_ECOLI,wbbI,330,44.5,Escherichia coli (strain K12) OX=83333,"Beta-1,6-galactofuranosyltransferase WbbI ",1:Experimental evidence at protein level,1,0.999,13,13,13,21,21,21,376388130,376388130,376388130,"11K(304.2072), 12K(304.2072), 15K(304.2072), 16K(304.2072), 4C(57.0215), 6C(57.0215), 7K(304.2072), 9K(304.2072), 9M(15.9949), N-term(304.2072)",,,658899.4539,619494.9487,666807.03,769928.5944,632611.4792,533988.5632,590839.9587,617945.8372,3594360.461,3908141.451,3834321.146,3916717.785,1075276.68,906441.974,832555.0969,779804.9099
1365,a,sp|P37750|WBBJ_ECOLI,P37750,WBBJ_ECOLI,wbbJ,196,26.5,Escherichia coli (strain K12) OX=83333,Putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ ,3:Protein inferred from homology,1,0.999,4,4,4,5,5,5,19367220,19367220,19367220,"15K(304.2072), 7K(304.2072), N-term(304.2072)",,,152315.624,242001.6396,236018.123,187330.7559,214335.1895,182469.0312,176187.0625,206367.3945,396965.5957,461113.6758,374066.7344,470178.8027,277992.332,255935.4961,226934.9141,228711.1816
1366,a,sp|P37751|WBBK_ECOLI,P37751,WBBK_ECOLI,wbbK,372,33.3,Escherichia coli (strain K12) OX=83333,Putative glycosyltransferase WbbK ,4:Protein predicted,1,0.999,12,12,12,18,18,18,47725845,47725845,47725845,"10K(304.2072), 10M(15.9949), 11K(304.2072), 12K(304.2072), 13K(304.2072), 14K(304.2072), 1K(304.2072), 20K(304.2072), 3K(304.2072), 4C(57.0215), 7K(304.2072), 8K(304.2072), 9C(57.0215), N-term(304.2072)",,,438164.7075,450971.8745,489278.6113,540066.2275,336339.1108,291612.8794,312195.6924,309392.124,1604146.488,1932056.445,1938959.985,1839478.895,374917.3047,347073.2393,275222.7812,260942.8633
1367,a,sp|P37759|RMLB1_ECOLI,P37759,RMLB1_ECOLI,rfbB,361,54.6,Escherichia coli (strain K12) OX=83333,"dTDP-glucose 4,6-dehydratase 1 ",3:Protein inferred from homology,1,0.999,18,17,18,41,39,41,306440128,306440128,306440128,"10K(304.2072), 11C(57.0215), 11K(304.2072), 13K(304.2072), 14K(304.2072), 15K(304.2072), 16K(304.2072), 23K(304.2072), 5K(304.2072), 7K(304.2072), 9C(57.0215), N-term(304.2072)",,,2015551.697,2055903.617,1945789.063,2518908.542,1517715.33,1364310.581,1459531.177,1617662.23,9333214.872,11079966.43,12994126.8,10766978.08,2374669.858,2408232.992,2079573.87,2042889.758
1368,a,sp|P37765|RLUB_ECOLI,P37765,RLUB_ECOLI,rluB,291,49.1,Escherichia coli (strain K12) OX=83333,Ribosomal large subunit pseudouridine synthase B ,1:Experimental evidence at protein level,1,0.999,13,13,13,24,24,24,201164820,201164820,201164820,"12C(57.0215), 12K(304.2072), 6K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,2465834.148,2548609.954,2704555.487,3065490.62,1006908.623,711049.7444,741524.105,696509.8965,3524331.359,4022344.879,3113173.602,3965464.229,1934198.581,1221854.289,1377314.766,1331059.73
1369,a,sp|P37767|YFHH_ECOLI,P37767,YFHH_ECOLI,yfhH,282,13.8,Escherichia coli (strain K12) OX=83333,Uncharacterized HTH-type transcriptional regulator YfhH ,4:Protein predicted,1,0.999,4,4,4,4,4,4,5356078,5356078,5356078,"10K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072)",,,121378.9893,125648.6172,121242.2412,146424.8613,92896.4814,80788.8789,84893.7314,88853.9766,207520.0605,233353.9707,198726.6172,228977.8516,127960.7754,114992.4414,96314.0312,100397.625
1370,a,sp|P37769|KDUD_ECOLI,P37769,KDUD_ECOLI,kduD,253,59.7,Escherichia coli (strain K12) OX=83333,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase ,1:Experimental evidence at protein level,1,0.999,21,21,21,192,192,192,2142723904,2142723904,2142723904,"10K(304.2072), 11K(304.2072), 13M(15.9949), 15M(15.9949), 16M(15.9949), 1K(304.2072), 20K(304.2072), 21K(304.2072), 2M(15.9949), 4M(15.9949), 5M(15.9949), 6M(15.9949), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,9709813.638,8694908.71,7946705.048,12168651.36,6050618.7,5903111.606,5998067.774,7470205.66,39317738.6,49443617.54,39035412.23,49848067.58,17325088.85,15401004.97,13674444.17,15075416.6
1371,a,sp|P37773|MPL_ECOLI,P37773,MPL_ECOLI,mpl,457,38.9,Escherichia coli (strain K12) OX=83333,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase ",1:Experimental evidence at protein level,1,0.999,14,14,14,30,30,30,106760402,106760402,106760402,"11K(304.2072), 16K(304.2072), 17K(304.2072), 19K(304.2072), 1K(304.2072), 23K(304.2072), 4C(57.0215), 5C(57.0215), 5K(304.2072), 7C(57.0215), 7K(304.2072), N-term(304.2072)",,,1818743.927,1628791.595,1827064.477,2077252.021,942888.1765,789555.2207,852673.3993,826429.1217,3314987.175,3720409.313,3591214.294,3638557.41,1278932.248,1149186.818,1021069.402,985607.3293
1372,a,sp|P37902|GLTI_ECOLI,P37902,GLTI_ECOLI,gltI,302,55,Escherichia coli (strain K12) OX=83333,Glutamate/aspartate import solute-binding protein ,1:Experimental evidence at protein level,1,0.999,22,22,22,152,152,152,1639452032,1639452032,1639452032,"10K(304.2072), 11K(304.2072), 12K(304.2072), 12M(15.9949), 13K(304.2072), 14K(304.2072), 17K(304.2072), 18K(304.2072), 1K(304.2072), 21K(304.2072), 2K(304.2072), 2M(15.9949), 3K(304.2072), 3M(15.9949), 4K(304.2072), 4M(15.9949), 5K(304.2072), 5M(15.9949), 6K(304.2072), 6M(15.9949), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,4739049.627,5154870.945,6112049.557,6027021.14,23060126.67,18136752.82,19104558.51,18646113.27,5651364.379,6143447.923,5314326.378,5739839.117,17136361.35,16493720.73,14864045.61,15048560.39
1373,a,sp|P37903|USPF_ECOLI,P37903,USPF_ECOLI,uspF,144,29.2,Escherichia coli (strain K12) OX=83333,Universal stress protein F ,1:Experimental evidence at protein level,1,0.999,5,5,5,15,15,15,1230905888,1230905888,1230905888,"10K(304.2072), 2K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,2629398.737,2282609.06,2442982.494,2953514.588,3538042.67,2770522.547,2891909.783,3331690.316,2159069.506,2696909.877,2108361.754,2621056.467,3133756.414,3236078.822,2723623.412,3003379.184
1374,a,sp|P38038|CYSJ_ECOLI,P38038,CYSJ_ECOLI,cysJ,599,47.9,Escherichia coli (strain K12) OX=83333,Sulfite reductase [NADPH] flavoprotein alpha-component ,1:Experimental evidence at protein level,1,0.999,23,23,23,67,67,67,869920296,869920296,869920296,"10K(304.2072), 11K(304.2072), 11M(15.9949), 13K(304.2072), 13M(15.9949), 14K(304.2072), 19K(304.2072), 23K(304.2072), 25K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,4202611.178,3543521.736,3929185.97,4450827.449,3930401.313,3693502.626,3648074.757,3734449.819,4091440.411,4473516.503,4155248.529,4396270.864,4563883.633,3998446.549,3743024.375,3648640.998
1375,a,sp|P38051|MENF_ECOLI,P38051,MENF_ECOLI,menF,431,30.4,Escherichia coli (strain K12) OX=83333,Isochorismate synthase MenF ,1:Experimental evidence at protein level,1,0.999,7,7,7,8,8,8,9547434,9547434,9547434,"15K(304.2072), 29K(304.2072), 6C(57.0215), N-term(304.2072)",,,236967.1299,232044.356,283714.1765,248003.3591,169088.8264,139187.8291,145751.7644,166042.8911,247138.3237,285642.2998,262540.853,263795.3757,133656.2886,127420.1292,141709.8391,111181.205
